transitions,activity_day,uuid,from_fips,to_fips
64,02/04/21,444f9969-9327-4129-9e80-fa18930a5510,36067,36023
52,02/04/21,8f2869eb-3361-4117-b7a6-df2304dc717a,36073,36063
22,02/04/21,a78ffaa0-7802-4837-aa8a-8d814e5165a9,36077,36095
35,02/04/21,d1db22e2-307f-4d62-8732-777c00cd900c,36101,36055
37,02/04/21,84b3768e-c7fb-4ccb-807a-30e826c4d46d,36059,36085
40,02/04/21,866344fa-c7d1-4b7d-b3c8-871973338800,36093,36057
7173,02/04/21,129039e8-1399-4e95-92ce-59ec9eb1f7fc,36087,36087
24,02/04/21,e7fccbb7-4117-4801-ba97-977059fdfb52,36067,36045
49216,02/04/21,fc818e45-acbe-476a-8579-e36e91d48763,36081,36081
29,02/04/21,15db7a5b-5691-48c4-a66e-67cdd9675c6f,36113,36031
1258,02/04/21,3ba6ca03-ab29-4ca4-86ca-f6dc1609570c,36019,36019
1298,02/04/21,12124d2a-90c7-45cb-a8a3-83d2f144ae30,36017,36017
249,02/04/21,862e39ac-70cc-4008-a27d-1a175c547dde,36119,36087
125,02/04/21,9e19bd15-32a0-4c97-bdf5-e5aa6a2022ba,36007,36107
27,02/04/21,4736c023-b342-4ae7-bc60-742c86db18e7,36025,36105
3801,02/04/21,dd914878-0d26-4d0b-bd1f-8420113199d1,36093,36093
38,02/04/21,b5742740-7445-47fa-aec6-f0546c0bfa68,36107,36015
58,02/04/21,d9852edd-30c4-439f-b720-3968d45b2282,36075,36045
41,02/04/21,02793570-77b1-44a0-adfb-05d2967cc70d,36103,36119
83,02/04/21,2e2d49d3-b1d3-41a0-b6e1-c0572cb7e8ca,36039,36001
155,02/04/21,3849d4d5-5709-47af-82e7-6adcf0e77dcc,36035,36057
86,02/04/21,5769eab6-886e-4125-96c8-87bcdd50a17b,36065,36053
48,02/04/21,78b95c4c-7eed-4b35-a68d-ce1c1104686b,36047,36119
26,02/04/21,1e939f0d-6f4e-403b-95c3-2e337eca7715,36011,36109
22,02/04/21,469b4b31-d12b-45a4-a494-7e50e1318981,36085,36081
85,02/04/21,c7e4a0b5-f68d-476a-b126-c748061e6849,36067,36023
55,02/04/21,24088b1d-fd1d-4937-86a7-5f7081a0b8a7,36073,36037
46,02/04/21,fae55154-c49d-42a9-af25-53d78fddc038,36069,36051
44,02/04/21,a9e2cba8-67be-488c-a413-91cc90709e12,36055,36029
1486,02/04/21,5459796a-3451-4da0-9e06-06c6000bc578,36051,36051
96,02/04/21,9eedeaeb-4508-45cb-b056-7af552da589a,36017,36007
102,02/04/21,7fb54067-b4e0-40a8-9f68-4c1bc4ce08c3,36025,36077
161,02/04/21,a57bb5d6-9565-422e-844e-d6a6a0fde8c1,36037,36029
188,02/04/21,4ba65b0a-8d30-412a-9848-f41a634f091a,36103,36059
84,02/04/21,7844cf99-4574-4373-a49e-925e533e27ac,36055,36051
28,02/04/21,9864d86b-4bba-449a-b9b1-725bd78bff3d,36001,36095
40,02/04/21,b90861f4-afd6-453f-afaf-dd0c53642f75,36099,36069
45,02/04/21,2e4dcfdb-a5e4-4006-a4d1-7e8feb869f18,36033,36031
1318,02/04/21,6a745fd3-d38e-43c2-9632-0dc207d937df,36059,36081
4318,02/04/21,b64393d5-cdca-44c7-9bb8-5d1885c9b932,36111,36111
35,02/04/21,c8f1a698-b01a-41f7-94d0-3e68808ce7a9,36109,36097
25,02/04/21,8c9891c6-d99c-4056-be1c-a7c385bf1023,36073,36037
106,02/04/21,44976d20-0272-4a25-881b-50d365c05707,36029,36013
47,02/04/21,0bc55433-f449-4f59-b645-f23512015e55,36045,36067
130,02/04/21,38866ced-7271-4064-94a3-1493729c3d5a,36027,36119
41,02/04/21,94fc488b-1131-422c-a251-c2ce699abbee,36091,36057
638,02/04/21,21f83e8a-b52e-43d6-8d3c-7905c000373f,36047,36005
6888,02/04/21,4a82d3f6-e6a7-4949-b9aa-6445096ecaa3,36087,36087
3870,02/04/21,192322ff-40d8-48ec-b929-35f1d0c92bd9,36013,36013
48,02/04/21,ad5fbe38-d150-4d79-bfe4-8f9be488a955,36051,36121
64,02/04/21,62088fb9-376d-420c-a666-e23173313a91,36121,36029
825,02/04/21,797817af-a8aa-4716-b73e-65e97edf2327,36047,36081
23,02/04/21,90fc693d-12f5-49b9-b457-c82752a0a5be,36089,36033
2631,02/04/21,35f478c6-8e78-405d-bd89-31d96aee928e,36109,36109
213,02/04/21,30b10a3a-04ff-420a-84fc-be32876c3765,36027,36111
20,02/04/21,e9652f8d-6983-4970-a673-4c36739d4aee,36021,36027
32,02/04/21,a5caf781-2275-47cf-b4b0-065248c9f0a0,36033,36019
553,02/04/21,c3dc73df-d2bc-4b13-9a27-3c0527d82ff6,36005,36081
2417,02/04/21,35494bdd-d6e7-44fd-af42-cfb3ae1983ea,36047,36081
588,02/04/21,0aed3d1f-9ac5-41f6-be50-e67ea79e145b,36119,36079
102,02/04/21,bc94850d-5b30-4716-8774-93e2e3bde7f5,36027,36079
38,02/04/21,e9488198-30e6-4954-bcba-2eba7eda0406,36123,36069
71,02/04/21,8124a033-6159-4204-a7c1-a6786e358a8b,36089,36045
66,02/04/21,2103d225-aace-4adf-9ad8-a62c431df27b,36037,36121
1194,02/04/21,5bcc7415-d7d0-4962-b23e-b55f1f744585,36033,36033
476,02/04/21,eeb4671c-76f2-416d-b19e-018c397491b7,36001,36083
16,02/04/21,207fc7fa-a429-4606-a000-ed59c7672dba,36067,36099
1772,02/04/21,8cb4da58-22a1-448d-b587-cb86102ed8ec,36011,36011
3229,02/04/21,efd2dd65-df3f-42d8-8490-4843b805cf96,36093,36093
212,02/04/21,326781cb-b387-4b32-b570-891c5c2a2981,36051,36055
34,02/04/21,437a1633-d057-4b12-b961-dfe2d549d795,36101,36051
219,02/04/21,9be5bcac-3982-49b0-b59f-34ee1a33b41c,36085,36061
22,02/04/21,7e41469e-a76a-49e3-84bf-b0c3031e1fa3,36025,36017
591,02/04/21,942459eb-8f24-4aaa-851e-4a0405cb62d4,36123,36123
586,02/04/21,615a2d9c-0ae6-44c1-acd7-c31ea666eae6,36005,36081
2084,02/04/21,dd8e1353-d2ea-484f-9d0d-d2585837311f,36011,36011
53,02/04/21,bcb5bc5f-c2e3-4d0a-95ad-4c0d2969f773,36039,36111
30,02/04/21,f7bbebf0-90b2-4125-9458-5a224da6673e,36011,36117
94,02/04/21,9d9ac9ea-2c7f-4699-9981-b40b697f3b6b,36111,36071
145,02/04/21,e6e900f8-757e-4d95-a1b3-9c74f43eb6d0,36047,36103
37,02/04/21,389a7d2d-6fc2-4790-a766-2929afa64766,36001,36113
3814,02/04/21,8a62633c-c7bb-4dc3-9119-23ae44bafb6c,36045,36045
82,02/04/21,7d619db2-2d17-407c-a8a1-fbe0817a251e,36031,36019
27,02/04/21,f146e283-fadc-43a3-8510-fa59a663fe9d,36071,36079
30,02/04/21,e2c56fc7-e251-4d2c-9ff1-e4535d9a220f,36093,36095
21,02/04/21,f32460f3-4233-4915-ab97-21ea2533cf11,36095,36025
24,02/04/21,3cef7821-f57f-43e7-9658-834d6808b8d6,36013,36029
42,02/04/21,7303d70d-45cc-4179-aa36-fe23acd80eb3,36091,36035
282,02/04/21,4d2c7471-3ad4-4bd2-8dcb-044eb190c59a,36117,36055
913,02/04/21,b3e8c570-778c-4740-99d9-691426ada0be,36039,36039
1204,02/04/21,134665b3-eaa4-4675-a893-d772760d8e67,36103,36059
29,02/04/21,d9c2b7db-73c2-4801-8db9-4018e8e00088,36055,36099
15,02/04/21,04c4b9f6-27e9-4d8a-b59f-4e152576406a,36065,36053
8338,02/04/21,13a427ca-4cc8-40ca-bfe0-cbadf9cef265,36001,36001
567,02/04/21,5984c825-b6c8-4198-b504-36bddec20216,36095,36095
206,02/04/21,5c12f12c-edce-4e31-aa92-b078a74bd325,36067,36011
116,02/04/21,2f8d4524-e857-4435-adc1-b4547924ee86,36053,36065
53,02/04/21,4e415296-66fa-48ba-95cd-f3ee5682b328,36001,36111
37,02/04/21,a65201c3-33ab-48c6-b2a5-6a8de889769e,36081,36071
42,02/04/21,d3266ee2-555f-49e1-b9f6-33682cd36daf,36047,36119
1749,02/04/21,8a78f9f7-c554-40a7-b621-6752aad82d2d,36037,36037
94,02/04/21,3d3cfafd-094d-4ac8-9834-555e6d8b2877,36011,36067
71,02/04/21,ae63e870-b96d-4e39-a817-8b7316c14979,36005,36059
176,02/04/21,6bb72002-c78a-4e6c-b108-f79c1f11fd93,36001,36091
239,02/04/21,b35153e1-69da-4c35-b946-dd45fb7b305e,36059,36061
57,02/04/21,db88e91d-ee58-4b37-b4f3-d53197db113f,36031,36019
408,02/04/21,ee4e66a6-6f0b-438c-a9b5-a17f7bb1b20e,36097,36097
130,02/04/21,a0c7d96f-f0b9-44f2-b42f-31c1580cb78e,36029,36013
6056,02/04/21,dd080b07-0848-4c2b-a1ab-85b3679b76f0,36063,36063
58,02/04/21,2f33714c-4012-4c22-ad87-884acc53ac12,36021,36027
40,02/04/21,f8d0d9ec-8185-42b3-b61d-f03f91529f10,36045,36075
68,02/04/21,ccbfaedf-22e9-4ecf-9cf6-29d2febf54ff,36045,36089
18,02/04/21,1e165dab-111c-4e32-9699-d48c72b634b5,36021,36001
770,02/04/21,8a5592e4-a77e-4e39-b34e-8abb1ddafb55,36099,36099
1405,02/04/21,460983ad-be08-44a5-8bd3-d94eb96a2eff,36047,36061
32,02/04/21,bd9aa545-27b5-47e1-a6b2-febf62c0d5f4,36011,36023
392,02/04/21,572d46fc-4b41-4615-b87b-552cd1c211fb,36069,36055
170,02/04/21,262b091a-163a-4a43-8932-52bbb59528ee,36005,36047
36,02/04/21,1cfac445-a734-4833-9239-f0a6e779ed9e,36065,36075
264,02/04/21,b9f7e4ad-a7fb-4711-8a4d-e623192feaf1,36085,36061
2353,02/04/21,caa033ec-dcae-4aac-934b-6cfb87138914,36069,36069
114,02/04/21,f7df2821-9047-4953-bb54-4986105eca55,36027,36119
6226,02/04/21,54f385d3-a54a-458f-8a50-4f57c0e04af1,36007,36007
3209,02/04/21,0dd6aefa-7ba1-48b5-a71f-8cac3a056ad7,36045,36045
26,02/04/21,8cb2d8ab-36e3-4897-95e2-dfe5f4349588,36095,36001
232,02/04/21,c74c44dd-ac82-436c-abca-774352c306af,36059,36103
1294,02/04/21,d029c00b-c13e-40a9-8260-b61d087a7d3d,36003,36003
44,02/04/21,1d7699b8-d86d-4fb2-aa6c-964bf307a9b9,36055,36067
36,02/04/21,b73296e2-cbb7-4425-9482-a5f4e27f1ad0,36121,36009
182,02/04/21,67667c35-f70a-4dff-8a12-9343af8f67d8,36011,36067
101,02/04/21,bc0b8434-04fa-4a9a-a398-b740044e6a1d,36077,36025
31561,02/04/21,f34b2bbc-f554-481d-bbf5-6ecb8d4b8647,36061,36061
2016,02/04/21,7423b084-6f61-4c69-b326-d54ee228eed3,36047,36061
16,02/04/21,d5e748f2-c8ac-4037-a3c2-01e595001a42,36001,36111
31,02/04/21,6e477fce-f673-4e7e-b445-9af236b52b98,36121,36037
620,02/04/21,207fb7ce-4808-4b70-9792-ebf0d1abe549,36123,36123
206,02/04/21,12cfb823-975b-44ca-b807-0cc73eca9cb2,36101,36015
24,02/04/21,2ddf3ba7-87e0-42d7-9d6c-3c999facab56,36049,36065
29,02/04/21,11020050-5bed-4a7e-ad98-dbf5eab461a8,36063,36037
29,02/04/21,7afa4dbe-ae21-4c12-9867-2f5fd8087bbf,36101,36097
1086,02/04/21,2b4a32f0-0066-4eb4-8bfd-9c73b5661b9e,36119,36005
21,02/04/21,d25f6140-f506-4871-9f61-799fbb140463,36033,36019
31,02/04/21,91fbe834-f8eb-48a4-8ec4-a687101bef33,36029,36067
34,02/04/21,b3d1d67f-62be-48ab-bdb8-4ec44cbe11a5,36051,36121
1552,02/04/21,5391c269-cfc7-49a8-829b-94b717bcd4ec,36081,36059
89,02/04/21,266e8f53-d263-41b4-8ae1-dcfac9a59d15,36045,36089
26,02/04/21,eda570e8-2330-415b-9303-d44310460898,36091,36001
36,02/04/21,f8d439e5-4c70-4a31-b13d-9a5e482f2730,36091,36083
24,02/04/21,f9fbc758-503e-4a79-ba59-f88731f45067,36083,36115
701,02/04/21,d422fcff-d0d9-4675-aec7-ea6b2f6d1220,36099,36099
42,02/04/21,f1eda3f4-74c9-49ff-b9ee-999afc203fa8,36077,36017
92,02/04/21,3584dfb5-3b65-4278-b84c-e00aea77dd4b,36113,36091
1645,02/04/21,acb4d7d3-03b1-4713-9863-9aed482a035f,36043,36043
237,02/04/21,860342e9-c7c4-438e-a9a6-cf06cd8d29e0,36059,36005
38,02/04/21,18545c09-d25c-4423-a13e-f80868f7ea7d,36001,36039
443,02/04/21,ab948b65-6c39-4e8a-ba15-eb048123538a,36069,36055
23,02/04/21,721ec2a3-a349-4a3a-b313-5233766b01a4,36083,36115
35,02/04/21,938592d2-1fea-433b-8555-643d9a0df864,36119,36103
2164,02/04/21,a7af1b24-b31e-4acb-a7f8-f41f4852f041,36113,36113
22,02/04/21,50cb7981-9709-4b32-9887-5ba468386d8c,36071,36001
122,02/04/21,bf4dd181-e251-4750-a4c3-3c3c92bdabae,36001,36039
115,02/04/21,212c5158-5fea-40f0-a395-0b08d85cefe2,36009,36029
58,02/04/21,7b79ce0f-b1a5-4002-8818-5de13dc26cba,36087,36061
76,02/04/21,4f5c9904-5901-4b1a-8b4f-45f54f9b8ddc,36089,36045
3076,02/04/21,04751140-4540-4d83-8a0f-f11fca04cafd,36075,36075
30,02/04/21,4f9d18dd-6bf1-49ed-94a1-e57e610cc574,36011,36117
18,02/04/21,e9353abf-98da-4c5c-b2d4-0be069930155,36091,36035
368,02/04/21,04b5fd4d-afda-4ba1-9a84-c8b799eb8862,36079,36119
4033,02/04/21,a9c9d1e3-28b6-4bcc-8e9c-98fcb9245154,36111,36111
37,02/04/21,bef71353-e2a3-44e1-8a5e-e21567877967,36009,36003
112,02/04/21,03a871c0-8ea6-4085-8fc6-84e5d6f62b61,36005,36103
311,02/04/21,580722be-b4f4-4f8d-b1bc-51ceff117a21,36117,36055
6171,02/04/21,490a43fa-1e40-490e-b94e-ee6062e738e1,36065,36065
1296,02/04/21,bcc957af-fd08-4225-b100-ab09e8f3a55d,36115,36115
29,02/04/21,31a4492d-70ca-48cb-bc33-71bf12211f2a,36035,36091
385,02/04/21,f06646f3-89c4-47cb-9a6f-a29ad2980411,36047,36085
75,02/04/21,d78b596e-d1c6-4a2d-a612-1406a3c978e8,36069,36117
677,02/04/21,e81103a5-a3c9-438a-942f-716bc805c641,36081,36005
30,02/04/21,872d09ce-d11e-44da-ad53-97e9c6ce2a02,36119,36111
1050,02/04/21,257664df-760b-4133-9fd1-16fe1911c41f,36073,36073
1928,02/04/21,4f64800f-7d00-47d1-be6e-6f64b449aba3,36081,36047
29,02/04/21,5f6830f0-92b5-45f5-b90f-801a89b428dd,36001,36095
5103,02/04/21,0bbfb98e-4eb6-40af-b5f3-3b0fd7b60084,36065,36065
1247,02/04/21,1cf3984f-a7e8-4cb4-bf7d-4be3c867f350,36003,36003
24,02/04/21,e0c793d0-bf8c-46b4-a8c1-3de46fd3e86b,36109,36007
63,02/04/21,3528222b-ee0f-4515-bd3a-9b6f9b8136eb,36083,36021
5206,02/04/21,2ea80a85-7c2d-4d36-baae-3bcb40d18a64,36091,36091
138,02/04/21,8de08602-a3b1-4e91-b531-7b14defb035f,36029,36063
3254,02/04/21,435f6b90-e087-4d13-b626-91969082f4db,36015,36015
187,02/04/21,43f3c606-8181-41cb-8d0e-20f4167d4858,36029,36037
121,02/04/21,ce28c90b-a0d6-40dc-9a3e-d66133f264d7,36027,36119
2781,02/04/21,64662eec-3e7d-46be-9fe9-518d7b9d6900,36069,36069
15,02/04/21,13291c4e-6e52-4720-a415-2b7794337115,36065,36057
52483,02/04/21,5b08a499-f36e-40e5-bc02-039e306957f9,36103,36103
499,02/04/21,1f6d7a42-6f98-4da2-b2af-270dbe986511,36097,36097
88,02/04/21,4fb740fb-3de8-4868-96c1-e84ab33d0f0f,36029,36121
27,02/04/21,19c81e27-8312-4a61-95a3-d16916301a33,36115,36083
191,02/04/21,29ae9d7f-c275-47a0-841d-49d998644312,36059,36005
54,02/04/21,aed3ed6b-0950-43d0-bec0-43bd8d2991c8,36087,36005
235,02/04/21,1f0b21d8-8b74-4a62-bef6-d50c966d05b0,36059,36081
827,02/04/21,5e288d4a-3f11-46a1-8c55-27f0e89928da,36063,36029
35,02/04/21,21234346-ab24-4381-9f3b-caa67f91b6a4,36075,36045
23,02/04/21,cf9b1c6f-67a1-4882-97cc-5280bbed51b4,36031,36033
8908,02/04/21,c386decd-b918-470f-8664-4555b221df70,36071,36071
524,02/04/21,89949757-d091-4346-9503-cd2a201af837,36049,36049
23864,02/04/21,57dc6802-4877-4da7-b3f7-38353f32d45e,36029,36029
43,02/04/21,d9c19844-26a9-4500-8479-67ebc7a00439,36057,36043
56,02/04/21,0d966ac3-f3bb-461a-9510-0c9d263c8fbf,36015,36107
37,02/04/21,9cb8471f-6e61-4f53-bc15-940c28de0d89,36005,36071
122,02/04/21,2ba623d0-b560-4cba-ab07-dc3049b62476,36055,36073
73,02/04/21,bc803811-c1d2-44d3-a629-2aa302ce0e5f,36023,36007
1267,02/04/21,c6a41c3a-4e37-40e5-acb8-e2d708389518,36033,36033
1055,02/04/21,4ada6f19-8969-4987-a579-7beea6e86d81,36119,36005
29,02/04/21,0ea7364f-8169-4fc3-958e-07ec23c5ea1b,36097,36101
17,02/04/21,28c32633-344e-4e18-bd86-c03ca9530abf,36057,36065
24128,02/04/21,721ccaf7-d063-4d02-8614-8446f7682431,36055,36055
2094,02/04/21,4744fb0f-ade9-4338-8810-85204286f0bd,36105,36105
1887,02/04/21,2915c7e1-57dc-446d-9a47-96c8ad9b3b08,36105,36105
65,02/04/21,c3db9793-805e-4e11-b886-8159ff5b571f,36059,36119
21422,02/04/21,ff6cdfdf-2f47-46c9-a364-4f2c3a04ccc5,36029,36029
23,02/04/21,cb22d864-62df-48b3-bc51-751b7eec1c44,36065,36043
91,02/04/21,c71b5ef3-7d2f-4853-b3e4-9519a6689ae1,36065,36053
29,02/04/21,fd240591-f7e8-447e-81ad-b702242d3cbc,36101,36069
3416,02/04/21,ffc61828-aa47-4442-b525-53e471f3d33a,36075,36075
63,02/04/21,b1e87e3d-5e5f-4598-a553-96fe9b3e8cc4,36061,36087
32,02/04/21,8d86836a-7d4a-481c-a4cc-054a253e5242,36039,36001
102,02/04/21,7e66fc5a-b23f-4126-b6d9-3084d3936bd7,36079,36027
51,02/04/21,b1e07b4b-6f3a-4ee4-8df1-d61c7ca991f3,36091,36035
77,02/04/21,a105f623-bded-4e94-9cd0-6a15082f37d9,36045,36067
12,02/04/21,77c93837-e9e5-4585-8249-9bc9e8d05268,36075,36045
22,02/04/21,a0e0acc2-6fa7-46b2-8630-da483803dcc0,36031,36113
256,02/04/21,1d24ad1e-7d56-4548-8e9f-40a4435376d2,36059,36047
2810,02/04/21,f3897daa-471b-4816-b219-99370d3a4827,36069,36069
4008,02/04/21,a846e37c-0532-4c15-bf90-a619728faa4e,36093,36093
24,02/04/21,8a8fdaca-8626-4f3d-ba2f-c4fa43c65511,36071,36001
36,02/04/21,1e34e3f5-1581-4e85-88f0-598c2122bfc2,36005,36085
61,02/04/21,da819844-d58e-4dc3-b840-d9b8a88773b7,36039,36021
702,02/04/21,f80141e0-d8f2-4978-addf-3588a6efc06c,36031,36031
6949,02/04/21,63e723eb-27ba-4b5f-8363-b6909c997426,36001,36001
782,02/04/21,04475ff8-797e-41fe-bfa9-6213d140751b,36119,36005
83,02/04/21,ba6e69cd-13a1-49eb-bab4-66a45c85d94d,36035,36057
2352,02/04/21,ebc48244-5b86-4eca-8fb0-ef2ca3dab84e,36103,36059
34,02/04/21,631b10bb-4b70-4f36-b411-5b4ad7eeb0cb,36057,36093
2806,02/04/21,76c0b3b8-ec12-4c24-a6b8-ffa748fa0bed,36101,36101
70,02/04/21,17616903-6d2f-40ea-a9be-16cb98332c91,36039,36001
40,02/04/21,860e106e-95bd-465a-a175-fd24c1f70d19,36071,36105
4271,02/04/21,44c205e8-fddb-4aa9-a2ec-48a2bd57b794,36111,36111
26,02/04/21,c1c7e82b-d8e2-445b-b084-be0f6ccac8a3,36029,36067
42,02/04/21,155d2f8d-06f1-49d5-a72e-4a5ec0c0f114,36017,36025
26,02/04/21,a0e12efd-6736-4fac-8b70-7bb2204b4506,36077,36025
5689,02/04/21,dd416f86-fd30-4a1f-9a80-c85ee7e65cad,36063,36063
40,02/04/21,2da6e890-aa00-4c62-a7e2-ae24f77b102c,36031,36113
74,02/04/21,51f9a7a6-3921-4e2f-8e77-a184f3f48864,36111,36027
49,02/04/21,8c7f7949-34f2-4fdc-aea5-9fb41ba5ed63,36119,36087
27,02/04/21,b177cb0d-eb11-44dd-9be4-31b901f7e13e,36111,36105
11308,02/04/21,cfd84607-831f-442f-90fc-abd82fdf7543,36071,36071
29,02/04/21,cfa9f5c9-50a1-418e-9f21-784bb184b5c7,36117,36099
32,02/04/21,86a7a956-9997-4cef-a1f3-36f85109ae4c,36003,36009
35,02/04/21,0a2e945a-a220-4521-9bd8-06130902a32e,36037,36073
2205,02/04/21,14278032-1368-42e9-9a90-bf7e89bf9b17,36113,36113
110,02/04/21,541371ae-3ecb-437d-863c-4f6cad6e326c,36091,36113
4122,02/04/21,a8b2382f-82b2-4426-bd68-f5b642b01746,36093,36093
22,02/04/21,4407a37c-2706-437d-a8d0-cd124e554c03,36099,36109
19,02/04/21,83224cc2-e6d2-4e73-8fd9-dc466d439621,36075,36011
308,02/04/21,1d362384-f099-4f22-bac6-d67d9db04a92,36111,36071
143,02/04/21,96263636-98a3-409d-ad86-11ddb160dc61,36099,36069
596,02/04/21,07b02e32-ac97-4f2e-a09d-414b972d8490,36123,36123
182,02/04/21,c5fffe45-02ec-4045-83a8-d5193737a09b,36113,36115
58,02/04/21,c68bfc2f-595b-40b1-9ec3-e9429f7b8004,36055,36037
70,02/04/21,c01f6a3d-161b-494c-a70d-56ac8042873c,36007,36067
393,02/04/21,b8f479d0-5f2a-47e4-8679-76325ac90b9a,36103,36081
64,02/04/21,48731039-7b4b-46c9-811e-1b4f89f5ffe0,36101,36015
65,02/04/21,c263f8ec-0f58-479f-a4d9-5824613ae117,36055,36117
564,02/04/21,7bba6f68-e034-496b-ac98-af68247d761c,36119,36005
186,02/04/21,09f0a994-6ff8-4cbe-a5a3-e8f5018f2ed7,36067,36075
3482,02/04/21,ab5636f8-4441-4160-96a6-f0172e28c164,36013,36013
2639,02/04/21,413b4a60-da51-4f5a-b09f-e8065841244e,36109,36109
534,02/04/21,d52c8d12-c002-4191-8b78-86daa0027aa4,36083,36001
6220,02/04/21,a7677254-762f-4111-b7bf-1518795200ac,36027,36027
73,02/04/21,d7c3554e-4e24-498e-8b22-358039701d32,36015,36097
314,02/04/21,27b8e261-7f31-4027-85b5-d99b1ae97bee,36061,36081
141,02/04/21,41918c47-7102-4f14-8f6d-f73def4a447b,36027,36111
84,02/04/21,e6665986-195f-439b-8c66-1e7b442d9616,36049,36045
210,02/04/21,d2a9a927-4f60-4cda-b7d7-bcc8f4a2eba4,36111,36027
95,02/04/21,745e301e-fe6a-4899-897c-0616dc553c34,36055,36029
28,02/04/21,76ef33aa-9816-4ca8-87ab-7d08c09cc29f,36097,36109
186,02/04/21,4cb6fcc4-ee06-4f97-bfd3-6f8e131cfec2,36059,36005
1538,02/04/21,89226569-895b-4349-8fad-c94ba125943a,36035,36035
28,02/04/21,0beb15e8-40e7-4ab8-9910-087612d27dcf,36001,36057
6335,02/04/21,4df669e3-41f2-41fe-81d8-2accf1904142,36087,36087
34,02/04/21,4ca7ef8b-d34d-4b88-8e09-5f0a94834964,36001,36021
71,02/04/21,63bd15cf-c5c8-45b7-97a2-b8dce0f172b7,36113,36091
37,02/04/21,89fea873-0f8d-4bea-863b-0393ce60d721,36109,36015
1917,02/04/21,3d1a4072-675e-48ae-9c27-e8877da60e0e,36019,36019
24,02/04/21,78cfd9a0-206e-4b97-9e4f-ccfd99d7197a,36073,36029
48,02/04/21,77caa951-223c-4a34-9bbf-84597b7ca6ed,36023,36007
546,02/04/21,c126483b-fe20-4a22-8d54-b8319fb42f02,36095,36095
132,02/04/21,2c3b2b76-4fbd-48e0-b54f-4f711b76e4fc,36059,36005
2654,02/04/21,bb791e91-174e-4d63-8769-2c76e66346f5,36101,36101
35,02/04/21,62ca40e7-b39e-4b78-82c1-0d7c37b55add,36099,36011
1685,02/04/21,ba913d4c-0ae1-4246-8d0c-95ef266a6fb5,36051,36051
57,02/04/21,e95a7651-135b-43f2-863a-62493f4bc4fe,36015,36097
41,02/04/21,d36dc7fa-bb4b-4275-9b77-24673ab253d2,36009,36121
35,02/04/21,c1fd1522-f70d-4957-8a06-86ebc60fa142,36077,36095
43,02/04/21,b4e48c92-4803-4b24-a0a0-3f229285cd23,36017,36077
167,02/04/21,5ce282e8-a50d-40d6-9803-86e9a11cd8ae,36105,36071
20,02/04/21,75435cea-d390-48a1-ade3-6b0cf0b6c3a2,36057,36091
56,02/04/21,ebcb72ec-dd84-42b5-98c0-722c174a5cdc,36083,36021
42,02/04/21,131f056a-3639-4bfa-848a-9214a2e812bf,36005,36103
5007,02/04/21,5d2a026a-8bbe-4e30-939b-c4a58047d308,36007,36007
30,02/04/21,5ead136a-861d-44cc-802b-5db4f4b6e029,36021,36039
541,02/04/21,8f53324f-d616-4081-a2d3-96088730d49b,36081,36103
42,02/04/21,aa6bc2b7-5952-405c-88c7-f166b38ef228,36099,36069
134,02/04/21,84c272a9-d9c0-4321-9389-5005d380765b,36069,36099
84,02/04/21,ca503643-037b-4cb1-a042-66006d20f8b7,36003,36101
1805,02/04/21,f048502f-2d3f-4bfc-8a21-c5c86b2dc478,36061,36005
74,02/04/21,a65d6b28-b04c-43bd-b98f-ebf9d333281a,36017,36007
50,02/04/21,79d70f7d-3871-4958-809a-ed422057a7da,36051,36101
45,02/04/21,d31cedc0-52ee-459d-9d19-9d889fd114ad,36119,36047
249,02/04/21,fbdc001f-671f-4969-8d28-04f80d77978a,36067,36053
20345,02/04/21,2c8b7f65-28e3-47cd-8553-87c09a81dfa0,36061,36061
73,02/04/21,d12493ea-b5c3-492d-8eea-0620cf7ca513,36103,36061
108,02/04/21,2423aa73-b433-4879-b8ef-f30a26f1d485,36055,36069
24,02/04/21,758f0b2a-12ff-41b2-8942-f6a7b9bbcf17,36099,36067
21,02/04/21,983b3200-ca51-4802-9372-fb48b0ec73c0,36001,36065
181,02/04/21,553b389d-c908-4b8d-a043-7d4c3323f28f,36105,36071
24,02/04/21,9d077f1a-e098-4b1b-8be1-d392e45fa123,36025,36017
1797,02/04/21,f5a0b3b4-7a5e-4ffa-80a2-2caded321eea,36051,36051
32,02/04/21,74b4e956-7d63-4217-bc32-055c31b3ac87,36059,36085
148,02/04/21,e6488262-e40f-4ebe-9cf3-84dcf569cf6f,36009,36029
60,02/04/21,840e76e9-a5df-4ed3-87c0-29afc82f6b09,36109,36107
5483,02/04/21,f4bbabeb-8292-4d41-9d91-852d5d2dd546,36007,36007
145,02/04/21,8dcee22f-cc3a-4dfd-985f-9578820e47d5,36055,36117
972,02/04/21,1dd83ae6-0c6a-404c-b5d1-c2579f53cb25,36077,36077
24,02/04/21,4f9fa6c1-559c-405c-9bd4-1848c0410b14,36057,36043
5832,02/04/21,b3aad5e6-2990-4b14-a7f7-d8d24d6c86df,36063,36063
25,02/04/21,b4bae7a2-44bc-400b-a1f8-3eea1ad88013,36019,36033
24,02/04/21,0ff25d0d-0d92-4425-baee-0c1d1b47ca4e,36067,36065
1356,02/04/21,5b1bb00c-d9f5-4bc2-800e-6a384a61d04d,36017,36017
